Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2,05-Sep-15,2230,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2,05-Sep-15,2230,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
2,05-Sep-15,2230,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,20,Car
2,05-Sep-15,2230,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,18,Car
2,06-Sep-15,720,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Pedal cycle
2,04-Sep-15,1556,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,22,Car
2,06-Sep-15,2133,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,48,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,24,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,52,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,33,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,43,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
2,06-Sep-15,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car
2,07-Sep-15,645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Pedal cycle
3,07-Sep-15,1353,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,39,Car
1,09-Sep-15,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,43,Car
2,07-Sep-15,2025,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,50,Car
1,08-Sep-15,1124,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,84,Car
2,08-Sep-15,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Car
2,08-Sep-15,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,66,Car
2,06-Sep-15,1806,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,06-Sep-15,1806,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Car
2,06-Sep-15,1806,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
2,06-Sep-15,1806,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
2,08-Sep-15,855,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Taxi/Private hire car
3,08-Sep-15,2020,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,20,Car
3,09-Sep-15,820,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,22,Car
3,09-Sep-15,1111,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
2,09-Aug-15,1135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,73,Car
1,09-Sep-15,1454,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Motorcycle over 50cc and up to 125cc
2,09-Sep-15,1030,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,31,Car
1,09-Sep-15,2300,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Male,24,Car
1,09-Sep-15,2300,A(M),Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,23,Car
3,10-Sep-15,125,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,32,Car
1,10-Sep-15,1259,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Car
2,10-Sep-15,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Car
2,10-Sep-15,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
1,10-Sep-15,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,54,M/cycle 50cc and under
1,10-Sep-15,1805,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,18,Motorcycle over 50cc and up to 125cc
1,10-Sep-15,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,83,Bus or coach (17 or more passenger seats)
1,11-Sep-15,600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,45,Car
1,11-Sep-15,600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
1,11-Sep-15,718,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,31,Car
2,11-Sep-15,816,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,35,Pedal cycle
1,11-Sep-15,1107,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,30,Car
2,11-Sep-15,1120,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
2,11-Sep-15,1120,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2,11-Sep-15,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Motorcycle over 50cc and up to 125cc
2,11-Sep-15,1341,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Pedal cycle
3,11-Sep-15,1527,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
1,11-Sep-15,1626,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,52,Motorcycle over 500cc
2,11-Sep-15,1708,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,59,Motorcycle over 500cc
3,11-Sep-15,1840,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Motorcycle over 50cc and up to 125cc
1,11-Sep-15,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Agricultural vehicle (includes diggers etc.)
1,11-Sep-15,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Agricultural vehicle (includes diggers etc.)
1,11-Sep-15,2330,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,39,Car
1,12-Sep-15,200,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,28,Car
1,12-Sep-15,741,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,26,Car
2,12-Sep-15,1609,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2,12-Sep-15,1711,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,84,Bus or coach (17 or more passenger seats)
2,14-Sep-15,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,16,Pedal cycle
2,12-Sep-15,2038,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,21,Car
3,12-Sep-15,2045,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,55,Car
3,12-Sep-15,2045,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,46,Car
1,13-Sep-15,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
1,13-Sep-15,245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
2,13-Sep-15,1034,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,33,Car
2,13-Sep-15,1034,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
2,13-Sep-15,1034,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
2,13-Sep-15,1034,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
2,13-Sep-15,1034,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
3,13-Sep-15,1045,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Car
2,13-Sep-15,1448,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,83,Car
2,13-Sep-15,1615,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Motorcycle over 500cc
2,13-Sep-15,1839,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,34,Car
2,13-Sep-15,1839,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,40,Bus or coach (17 or more passenger seats)
2,14-Sep-15,1530,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,M/cycle 50cc and under
1,14-Sep-15,1706,C,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
1,14-Sep-15,1825,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,55,Car
2,15-Sep-15,20,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,21,Car
2,15-Sep-15,52,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,21,Car
2,15-Sep-15,405,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,24,Car
2,15-Sep-15,405,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,37,Car
2,15-Sep-15,833,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2,15-Sep-15,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Motorcycle over 50cc and up to 125cc
1,15-Sep-15,1625,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,13,Car
2,16-Sep-15,751,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,27,Motorcycle over 50cc and up to 125cc
2,16-Sep-15,841,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
2,16-Sep-15,1044,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,29,Pedal cycle
2,16-Sep-15,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,64,Car
3,16-Sep-15,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,27,Motorcycle over 50cc and up to 125cc
2,16-Sep-15,1834,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,55,Pedal cycle
2,17-Sep-15,1135,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2,17-Sep-15,1212,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Fatal,Male,40,Motorcycle over 500cc
1,17-Sep-15,1515,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Car
2,17-Sep-15,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Bus or coach (17 or more passenger seats)
2,17-Sep-15,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Pedal cycle
2,17-Sep-15,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,59,Car
2,17-Sep-15,1752,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,54,Car
2,18-Sep-15,743,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,34,Pedal cycle
2,18-Sep-15,1154,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,47,Motorcycle over 500cc
2,18-Sep-15,1154,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,71,Car
2,18-Sep-15,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
2,18-Sep-15,1255,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
2,18-Sep-15,1450,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,41,Car
2,18-Sep-15,1648,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Pedal cycle
2,18-Sep-15,1740,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,11,Pedal cycle
2,18-Sep-15,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Car
2,18-Sep-15,1919,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Motorcycle over 500cc
2,18-Sep-15,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,49,Car
2,18-Sep-15,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,41,Bus or coach (17 or more passenger seats)
2,19-Sep-15,515,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,46,Car
2,19-Sep-15,650,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
3,19-Sep-15,1344,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,94,Car
3,19-Sep-15,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Car
3,19-Sep-15,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39,Car
3,19-Sep-15,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Car
3,19-Sep-15,1435,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,37,Car
2,19-Sep-15,1900,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,30,Car
2,19-Sep-15,1900,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
2,20-Sep-15,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Motorcycle over 125cc and up to 500cc
2,20-Sep-15,1320,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Car
2,20-Sep-15,1320,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,56,Car
1,20-Sep-15,1335,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Motorcycle over 500cc
3,20-Sep-15,1419,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
2,20-Sep-15,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,39,Pedal cycle
1,20-Sep-15,1344,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,3,Bus or coach (17 or more passenger seats)
2,21-Sep-15,745,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
2,21-Sep-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Motorcycle over 50cc and up to 125cc
2,21-Sep-15,845,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Serious,Male,39,Pedal cycle
1,19-Sep-15,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,43,Taxi/Private hire car
2,21-Sep-15,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,21-Sep-15,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
